"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"41629.2398729";"Velocidade média (GPS)";"24.73294960752649";"km/h";"-22.5885474";"-43.28606343";
"41630.4843355";"Altitude (GPS)";"18.4561767578125";"m";"-22.58845587";"-43.28600711";
"41630.4843355";"Velocidade (GPS)";"33.51600151062012";"km/h";"-22.58845587";"-43.28600711";
"41630.4843355";"Velocidade média (GPS)";"25.192818073127395";"km/h";"-22.58845587";"-43.28600711";
"41631.7295889";"Altitude (GPS)";"18.20587158203125";"m";"-22.58836204";"-43.28595704";
"41631.7295889";"Velocidade (GPS)";"32.939998626708984";"km/h";"-22.58836204";"-43.28595704";
"41631.7295889";"Velocidade média (GPS)";"25.578498735977554";"km/h";"-22.58836204";"-43.28595704";
"41632.9925111";"Altitude (GPS)";"18.146728515625";"m";"-22.58826026";"-43.28591507";
"41632.9925111";"Velocidade (GPS)";"33.300000000000004";"km/h";"-22.58826026";"-43.28591507";
"41632.9925111";"Velocidade média (GPS)";"25.94961551770305";"km/h";"-22.58826026";"-43.28591507";
"41634.2333942";"Altitude (GPS)";"19.1187744140625";"m";"-22.58816703";"-43.2858615";
"41634.2333942";"Velocidade (GPS)";"33.40799903869629";"km/h";"-22.58816703";"-43.2858615";
"41634.2333942";"Velocidade média (GPS)";"26.285951579198812";"km/h";"-22.58816703";"-43.2858615";
"41635.4685764";"Altitude (GPS)";"19.9918212890625";"m";"-22.5880765";"-43.28580673";
"41635.4685764";"Velocidade (GPS)";"31.139998626708984";"km/h";"-22.5880765";"-43.28580673";
"41635.4685764";"Velocidade média (GPS)";"26.494477619224774";"km/h";"-22.5880765";"-43.28580673";
"41636.7269197";"Altitude (GPS)";"20.55718994140625";"m";"-22.58797589";"-43.28577109";
"41636.7269197";"Velocidade (GPS)";"30.275999450683596";"km/h";"-22.58797589";"-43.28577109";
"41636.7269197";"Velocidade média (GPS)";"26.653035653229292";"km/h";"-22.58797589";"-43.28577109";
"41637.9683473";"Altitude (GPS)";"19.586181640625";"m";"-22.58788591";"-43.28575586";
"41637.9683473";"Velocidade (GPS)";"30.527998352050783";"km/h";"-22.58788591";"-43.28575586";
"41637.9683473";"Velocidade média (GPS)";"26.806959542886336";"km/h";"-22.58788591";"-43.28575586";
"41639.2144349";"Altitude (GPS)";"19.21368408203125";"m";"-22.58778475";"-43.285743";
"41639.2144349";"Velocidade (GPS)";"31.751998901367188";"km/h";"-22.58778475";"-43.285743";
"41639.2144349";"Velocidade média (GPS)";"26.996571857380708";"km/h";"-22.58778475";"-43.285743";
"41640.4701715";"Altitude (GPS)";"17.8428955078125";"m";"-22.58768257";"-43.28574585";
"41640.4701715";"Velocidade (GPS)";"31.283998489379883";"km/h";"-22.58768257";"-43.28574585";
"41640.4701715";"Velocidade média (GPS)";"27.156072454184876";"km/h";"-22.58768257";"-43.28574585";
"41641.7410018";"Altitude (GPS)";"17.78466796875";"m";"-22.58757517";"-43.28574638";
"41641.7410018";"Velocidade (GPS)";"32.50799903869629";"km/h";"-22.58757517";"-43.28574638";
"41641.7410018";"Velocidade média (GPS)";"27.35025973945241";"km/h";"-22.58757517";"-43.28574638";
"41643.0008677";"Altitude (GPS)";"17.74273681640625";"m";"-22.58746764";"-43.28573467";
"41643.0008677";"Velocidade (GPS)";"33.48000068664551";"km/h";"-22.58746764";"-43.28573467";
"41643.0008677";"Velocidade média (GPS)";"27.563093752926402";"km/h";"-22.58746764";"-43.28573467";
"41644.2355892";"Altitude (GPS)";"18.52825927734375";"m";"-22.5873655";"-43.28571295";
"41644.2355892";"Velocidade (GPS)";"33.51600151062012";"km/h";"-22.5873655";"-43.28571295";
"41644.2355892";"Velocidade média (GPS)";"27.7589981591662";"km/h";"-22.5873655";"-43.28571295";
"41645.4890239";"Altitude (GPS)";"20.2861328125";"m";"-22.58726412";"-43.28568038";
"41645.4890239";"Velocidade (GPS)";"31.031999588012695";"km/h";"-22.58726412";"-43.28568038";
"41645.4890239";"Velocidade média (GPS)";"27.8648063030842";"km/h";"-22.58726412";"-43.28568038";
"41646.7526163";"Altitude (GPS)";"20.37908935546875";"m";"-22.58716573";"-43.28564918";
"41646.7526163";"Velocidade (GPS)";"32.5439998626709";"km/h";"-22.58716573";"-43.28564918";
"41646.7526163";"Velocidade média (GPS)";"28.01248580655246";"km/h";"-22.58716573";"-43.28564918";
"41647.9997151";"Altitude (GPS)";"19.29571533203125";"m";"-22.58705835";"-43.28561979";
"41647.9997151";"Velocidade (GPS)";"32.616001510620116";"km/h";"-22.58705835";"-43.28561979";
"41647.9997151";"Velocidade média (GPS)";"28.151550035911974";"km/h";"-22.58705835";"-43.28561979";
"41649.2654544";"Altitude (GPS)";"19.139892578125";"m";"-22.58695819";"-43.28558108";
"41649.2654544";"Velocidade (GPS)";"33.80400123596191";"km/h";"-22.58695819";"-43.28558108";
"41649.2654544";"Velocidade média (GPS)";"28.31969569858091";"km/h";"-22.58695819";"-43.28558108";
"41650.5078297";"Altitude (GPS)";"18.24652099609375";"m";"-22.58685238";"-43.28554956";
"41650.5078297";"Velocidade (GPS)";"34.38000068664551";"km/h";"-22.58685238";"-43.28554956";
"41650.5078297";"Velocidade média (GPS)";"28.49162844723449";"km/h";"-22.58685238";"-43.28554956";
"41651.762778";"Altitude (GPS)";"15.951416015625";"m";"-22.58674629";"-43.28552024";
"41651.762778";"Velocidade (GPS)";"31.716001510620117";"km/h";"-22.58674629";"-43.28552024";
